DateTime,Discharge Rate,Remaining Capacity,Available MBytes,Bytes Total/sec,Processor Time
12/28/2022 14:31:16,5813,52570,5302,13155.51176,3.338487779
12/28/2022 14:31:17,5720,52560,5299,2825.342053,4.179354209
12/28/2022 14:31:18,5720,52560,5297,2049.643367,2.773247264
12/28/2022 14:31:19,5720,52560,5300,3775.761211,1.674110312
12/28/2022 14:31:20,5720,52560,5300,4649.279226,2.516545923
12/28/2022 14:31:21,5720,52560,5297,3425.330348,0.505129709
12/28/2022 14:31:22,5720,52560,5306,2953.899707,6.826876997
12/28/2022 14:31:23,5720,52560,5302,6021.717167,3.668612373
12/28/2022 14:31:24,5720,52560,5298,3154.137336,2.669669247
12/28/2022 14:31:25,5720,52560,5301,5650.054172,1.361954675
12/28/2022 14:31:26,5720,52560,5300,2213.128704,3.794503175
12/28/2022 14:31:27,5720,52560,5294,1613.019552,5.779862664
12/28/2022 14:31:28,5720,52560,5302,1807.974251,3.906509413
12/28/2022 14:31:29,5720,52560,5291,6900.723951,4.883934489
12/28/2022 14:31:30,5720,52560,5288,2069.938108,7.533810707
12/28/2022 14:31:31,5720,52560,5300,2536.064491,3.635455995
12/28/2022 14:31:32,5720,52560,5276,936.909703,3.001414102
12/28/2022 14:31:33,5720,52560,5276,2013.973152,2.204254148
